x1,x2,x3,x4,g1,g2,g3,g4
0.8056171517942039,3.4651768235837164,6.709850019307721,2.6883291806883913,-0.4624384292633129,-0.8611962466211835,-0.38619733926034616,-0.9991230028909732
4.520482506009917,9.351523373129355,6.887229115355151,4.409418223868511,-0.9692615242516005,-0.9196771836829378,0.022782416849519194,-0.9998051673902083
1.581073447479532,2.889240546284154,2.629724382177384,3.0655765504154613,-0.43342040758839295,-0.20754127704405634,-0.3045134570124983,-0.9986787124516401
0.683404727840382,7.701926932111959,7.793683446867192,2.2683776412084624,-0.6925221425055151,-0.8780706104877835,-0.3251226488960165,-0.9986938789883157
1.6944054568170492,0.979309664626318,1.310627320395071,4.9782487568336355,0.9082948685441301,0.9646005185955757,-0.6736088820546844,-0.9994048791770146
4.238821235717119,6.401136177160743,4.181017267130878,2.9107308271149988,-0.9428279875217291,-0.6698256633440458,0.27242880176453754,-0.9989809258677051
3.0969673313624337,3.730267484616693,0.49574522631790596,2.1460662069071397,-0.7269953568420444,30.852907752109598,0.19505664091390648,-0.9808189618655877
3.9608160472136937,2.8101174715938284,1.7520709700964119,0.33870942035917073,-0.8298787486439021,15.157665696602038,0.7429962311496457,0.43198465579781486
4.870395725916727,8.718183350887497,8.152533196280464,4.359625739890696,-0.9735116031925265,-0.9420204391086238,0.10477333046687821,-0.9998217987474827
0.8241101808841265,6.018923093861751,9.119555422168613,3.743351142708692,-0.7377192950763385,-0.9460363421597361,-0.5988186588358083,-0.9997390972074072
2.7607321810524033,1.031114001436707,4.445719170842736,3.3283375708286598,-0.5288669609340835,-0.7446135429289671,-0.11643187482589877,-0.9993535042240604
0.2591638382112903,5.658217996184875,3.4084872768576746,3.795437731606087,1.183026258242084,-0.6190008063162968,-0.7253895165938045,-0.9994497799079688
3.6670622450869272,0.45215607929502166,2.3718642872710736,2.3173285695187698,-0.07937498748614402,0.288670817052916,0.27686844627039126,-0.9966349677191925
4.682711285825094,5.863611625455851,3.3563869668093944,1.9261997113575575,-0.9422563444265768,-0.22578083745049315,0.5654382716856485,-0.9957322256104291
2.906604908566807,8.848001874056406,5.691829204873074,0.6150516886235593,-0.9356130842270435,-0.1568711558622663,0.47006219896271745,-0.9166246623472196
2.369279504791944,0.20982491139879952,8.489371168922801,4.462691152534729,0.7582039994394547,-0.9477650232455769,-0.429417773895956,-0.9998384586440104
1.1917850703460062,5.338619602431888,1.1830074047760906,4.279122393839726,-0.32405305222272907,1.8053021664988331,-0.6332999637935836,-0.9989657141992798
0.31697700052584554,6.933460477502666,8.67908372818525,2.8402846005665543,-0.323054866433821,-0.9214764968540443,-0.5176015589827094,-0.999382750455604
2.686532129123141,1.9318140574913303,2.241630391526585,2.6484701459793247,-0.6010966816996386,0.2623686126685898,0.007807586285911073,-0.9976243390201982
1.2705277135581103,6.535177154030726,0.38909402946862837,0.48270457655791876,-0.4485877026768369,228.88928621661958,0.16160474605132136,1.1410995833617599
3.227951400211623,8.032685025073574,6.256820809590737,3.5109287899268264,-0.9431396390860709,-0.8777694330736938,-0.0580466440441443,-0.9995843396980175
2.4830156931688316,6.8042917820637685,9.897358184889766,3.155820371458448,-0.9352395641495159,-0.9456551454000398,-0.13801121605940844,-0.9995865560055618
1.6028093950316484,4.697353463711003,1.6553087741843975,2.1949945051897846,-0.5343697931208626,1.7933014714353686,-0.1214738687503869,-0.9944467645755117
4.391142744161621,4.600666097321861,5.816985390206427,4.221475836593639,-0.9412806203975888,-0.8823887060953636,0.03480346821907322,-0.999746623802191
4.039770219197617,8.487107116252641,7.5185450716752245,0.14475511390014614,-0.9636613155347461,1.0530888821912319,0.7989774574969172,4.158607082094885
3.038690229948486,5.215656053011121,9.601745962497791,0.5891277677423137,-0.9368654203663803,-0.6906861506797779,0.502474351221779,-0.9352421551811247
3.4961962704769793,0.3359562954640781,9.030041379257012,2.4852416527690675,-0.33655825271848516,-0.9170987312740505,0.20737530619649475,-0.999102648219953
