x1,x2,x3,x4,f
0.8056171517942039,3.4651768235837164,6.709850019307721,2.6883291806883913,17.641118058499178
4.520482506009917,9.351523373129355,6.887229115355151,4.409418223868511,245.22327068510015
1.581073447479532,2.889240546284154,2.629724382177384,3.0655765504154613,14.529173236759501
0.683404727840382,7.701926932111959,7.793683446867192,2.2683776412084624,22.43208146694891
1.6944054568170492,0.979309664626318,1.310627320395071,4.9782487568336355,7.808014837151971
4.238821235717119,6.401136177160743,4.181017267130878,2.9107308271149988,139.00076793498926
3.0969673313624337,3.730267484616693,0.49574522631790596,2.1460662069071397,40.431568064015906
3.9608160472136937,2.8101174715938284,1.7520709700964119,0.33870942035917073,49.18141197735579
4.870395725916727,8.718183350887497,8.152533196280464,4.359625739890696,267.30250951682814
0.8241101808841265,6.018923093861751,9.119555422168613,3.743351142708692,37.39420239882021
2.7607321810524033,1.031114001436707,4.445719170842736,3.3283375708286598,19.381974145668043
0.2591638382112903,5.658217996184875,3.4084872768576746,3.795437731606087,12.654807212441135
3.6670622450869272,0.45215607929502166,2.3718642872710736,2.3173285695187698,10.538569102304432
4.682711285825094,5.863611625455851,3.3563869668093944,1.9261997113575575,148.21747989098074
2.906604908566807,8.848001874056406,5.691829204873074,0.6150516886235593,86.42632233076657
2.369279504791944,0.20982491139879952,8.489371168922801,4.462691152534729,27.200983262976063
1.1917850703460062,5.338619602431888,1.1830074047760906,4.279122393839726,13.08650928801292
0.31697700052584554,6.933460477502666,8.67908372818525,2.8402846005665543,25.595887072637055
2.686532129123141,1.9318140574913303,2.241630391526585,2.6484701459793247,19.95323519232007
1.2705277135581103,6.535177154030726,0.38909402946862837,0.48270457655791876,11.839524836516794
3.227951400211623,8.032685025073574,6.256820809590737,3.5109287899268264,115.74706146156589
2.4830156931688316,6.8042917820637685,9.897358184889766,3.155820371458448,77.60586306076476
1.6028093950316484,4.697353463711003,1.6553087741843975,2.1949945051897846,16.59942390243162
4.391142744161621,4.600666097321861,5.816985390206427,4.221475836593639,119.97441734009452
4.039770219197617,8.487107116252641,7.5185450716752245,0.14475511390014614,154.1879557673234
3.038690229948486,5.215656053011121,9.601745962497791,0.5891277677423137,58.43164179650512
3.4961962704769793,0.3359562954640781,9.030041379257012,2.4852416527690675,20.014716126532573
1.4580821680604572,1.1466535471380948,0.8237439417411461,3.65483488876576,4.88692635995217
3.7645281987037396,6.889859542847256,1.8957384406925002,4.920292887458791,117.23913532645543
2.1325695536361113,7.077489574774131,1.073495186837206,3.6254142765808135,39.50422107662766
3.4166564674546134,8.627132743538942,5.135596641789266,2.0041153715329445,122.45859030240342
4.445681147601294,2.127752478059337,8.985032396110308,1.7705814313024577,58.800132183498
3.108433027900633,7.455129593335738,6.223400751622968,2.3961439397448943,94.96923694037295
1.8090717704196528,5.833598747783513,7.585096167215322,4.609356670042782,54.451904634813346
0.8959602827058187,1.2458583401045191,4.505766507353433,3.583248653101482,12.947040406497896
3.4809683382757517,0.6079015985620493,9.460921277657047,4.118117361029665,35.518706492501
1.5300820122231509,2.2137220692507453,4.639477840387084,2.337195755339908,14.183617854920696
3.001164059956143,0.5862043605806663,2.729268541965338,2.7741426954520407,11.145954049024333
1.1483273189384677,2.72081451187126,6.931727393862738,3.0380584939254813,20.904160309469198
4.727020925359742,3.247308615085229,5.18352320376563,1.6339609479909543,87.18586998936506
4.3093884541788965,4.8316662289228365,3.4927330695583216,0.7620876245855343,101.53501002150766
2.2288292509765775,7.3134808348980345,5.304462735467783,1.1898437569594118,46.606993769975816
0.14325536075109768,8.008019666688961,3.986162668275267,1.6656489691857428,7.211541381640932
0.5167769196928682,1.5691106606970613,2.0284494338514616,1.850311765910616,3.274229173702146
2.330771645881468,3.488600059431746,7.3082477334265725,1.379547223847526,29.419070932208317
2.0825787683284633,3.817513492615364,7.193287246035192,3.8337151963778777,41.92979225607155
0.7515570535080562,0.8406382919195561,4.949094705703553,1.2342627833548787,4.885897293338902
3.8949837104086553,6.270015098598783,8.52978136983599,1.8245117691255257,120.25854256250935
2.7235889668070077,4.875239723320527,3.8344347551352422,1.9625743662230821,46.784666498315886
0.22162660033144643,9.702571122366926,9.940962854877146,2.4184372274941524,27.941844748987574
2.543193918598117,3.0106625709516943,3.6711682729736843,2.7125381566887294,29.661040252162422
0.4344913001568583,4.355531727472666,6.799559840726815,2.8677528634551206,18.12801766503308
2.2155260437322584,3.9262057975244207,6.133326315061155,0.8561544365463175,25.81865369203735
4.125785798938219,1.6637794612816283,8.231652145042078,1.481458994724827,40.476382894539576
1.208583070868184,7.55318249772916,9.6264846397457,3.4147753665751215,46.274013152881615
2.8421550007685576,2.4599755649412893,1.799103321969952,0.44172900241945623,22.58135269725651
3.2983863735210006,2.3256930476088953,9.745162224631361,4.492350402869855,62.33646254616248
1.7395980656352166,8.221559546907255,8.321827821515448,0.9860610871053,36.25797307708129
4.565937044827968,1.3391015660699142,6.018845543492799,4.7640338558667175,52.000889356390644
1.3773242115740394,5.034095918038778,5.455351970249455,0.7323028853582447,14.208064485577523
3.9942875260540527,5.483661304384381,7.954645864661535,2.9825215072693347,118.8877920903908
1.0836960259093251,7.420164075761006,3.251589271138982,1.0130740785348311,13.02133511576404
4.929300972487429,4.12023256494774,7.036075334669654,0.7047843963702514,114.9193293491345
1.870962651507004,8.15240577967216,3.927072890023201,4.192789235019502,49.07369405815025
3.800382303664592,6.4858866652316705,7.361556943376345,2.0333462479519753,118.2364508880873
1.0502378234051504,9.969780726429727,4.97037455472125,0.29215821441630047,13.822706439630041
2.0488485584436043,9.900436058289662,2.547101361866515,3.384209851208043,55.82321035038781
3.8307385575915105,6.151245068783469,2.817158141594599,2.121896190716283,105.51389440918257
4.817498340126551,4.164143004866311,0.6639979494177684,4.654968143526344,109.46314713729426
2.446454632530545,9.486726481061119,2.9215576573862276,4.548509112599566,77.74031308148547
0.476340205010885,0.7126679336484948,7.910132714511469,0.5388060274657779,3.1954120000878485
0.37952001755624454,6.688730072717402,6.3677368532370915,1.0667017679450845,7.825081230466153
1.0022334276122933,8.998880458435567,0.9273898813724898,4.1452456181772295,14.239189192305965
